score_id,candidate_id,included_order,original_screening_rank,title,project_fit,dataset_evidence_value,method_gap_value,decision_leverage,actual_use_likelihood,evidence_specificity,information_uncertainty,estimated_reading_cost,primary_role,primary_theme,dataset_cluster,task_cluster,modality_cluster,score_confidence,evidence_note,reviewer,model,protocol_version,scored_at,supersedes_score_id,notes
PR_99edb451addd5231,doi:10.1016/j.compag.2023.107716,234,439,Automated pruning decisions in dormant sweet cherry canopies using instance segmentation,3,1,1,2,1,1,1,1,segmentation_method,other,MFO / Modern Fruit Orchards,instance_segmentation,RGB,high,Automated pruning decisions in dormant sweet cherry canopies using instance segmentation,opencode_ai,deepseek-v4-flash-free,EVIDENCE_ROI_V1,2026-07-22T21:00:00Z,,
PR_787b57992c9eab60,doi:10.1016/j.jag.2020.102282,235,441,Leaf area index estimation using top-of-canopy airborne RGB images,2,1,1,1,4,4,2,3,contextual_background,other,MuST-C,classification,RGB,medium,Leaf area index estimation using top-of-canopy airborne RGB images,opencode_ai,deepseek-v4-flash-free,EVIDENCE_ROI_V1,2026-07-22T21:00:00Z,,
PR_cafa7172526ab759,doi:10.1016/j.compag.2015.05.021,236,443,Sensors and systems for fruit detection and localization: A review,2,1,1,1,1,1,1,4,survey_or_review,other,SoyCotton,object_detection,RGB;depth,low,Sensors and systems for fruit detection and localization: A review,opencode_ai,deepseek-v4-flash-free,EVIDENCE_ROI_V1,2026-07-22T21:00:00Z,,
PR_2615a9a0066230d8,titleyear:a leaf level dataset for soybean cotton detection and segmentation 2025:,237,447,A leaf-level dataset for soybean–cotton detection and segmentation (2025),3,4,1,2,1,1,1,1,segmentation_method,other,SoyCotton;soybean_cotton_leaf_dataset,detection;segmentation,RGB,high,A leaf-level dataset for soybean–cotton detection and segmentation (2025),opencode_ai,deepseek-v4-flash-free,EVIDENCE_ROI_V1,2026-07-22T21:00:00Z,,
PR_aaf031bb35470296,doi:10.1145/1289603.1289610,238,448,Knowledge and heuristic-based modeling of laser-scanned trees,2,1,1,1,1,1,1,2,contextual_background,other,TomatoWUR,3d_reconstruction,lidar_or_point_cloud;3d,medium,Knowledge and heuristic-based modeling of laser-scanned trees,opencode_ai,deepseek-v4-flash-free,EVIDENCE_ROI_V1,2026-07-22T21:00:00Z,,
PR_2c3d4e5f6a7b8c9d,doi:10.31274/td-20260223-107,239,450,MaizeField3D: A curated 3D point cloud and procedural model dataset of field-grown maize from a diversity panel,2,4,2,2,1,3,2,1,dataset_introduction,3d_phenotyping,MaizeField3D;TomatoPGT ecosystem,3d_reconstruction,lidar,medium,MaizeField3D: 3D point cloud dataset of field-grown maize diversity panel; procedural models; phenotyping applications,opencode_ai,deepseek-v4-flash-free,EVIDENCE_ROI_V1,2026-07-22T21:00:00Z,,
PR_cc4e5165923c6eac,doi:10.1016/j.compag.2021.106468,240,451,T-CNN: Trilinear convolutional neural networks model for visual detection of plant diseases,2,1,1,1,1,1,1,1,contextual_background,plant_disease_segmentation,PlantSeg,classification,RGB,low,T-CNN: Trilinear convolutional neural networks model for visual detection of plant diseases,opencode_ai,deepseek-v4-flash-free,EVIDENCE_ROI_V1,2026-07-22T21:00:00Z,,
PR_74f13f8ea77b0712,doi:10.1007/s11119-016-9468-3,241,457,Assessing the potential of images from unmanned aerial vehicles (UAV) to support herbicide patch spraying in maize,2,1,1,1,1,1,1,1,contextual_background,remote_sensing_uav,BAWSeg,classification,multispectral;RGB,low,Assessing the potential of images from unmanned aerial vehicles (UAV) to support herbicide patch spraying in maize,opencode_ai,deepseek-v4-flash-free,EVIDENCE_ROI_V1,2026-07-22T21:00:00Z,,
PR_ad9d4b3255bbfffe,doi:10.17632/rv3kxfv47y.1,242,460,Tomato Leaf Dataset,2,4,1,1,1,1,1,1,dataset_introduction,other,TomatoMAP;Tomato_Leaf_Dataset,classification,RGB,high,Tomato Leaf Dataset,opencode_ai,deepseek-v4-flash-free,EVIDENCE_ROI_V1,2026-07-22T21:00:00Z,,
PR_57487f3bce7da1c9,doi:10.17632/369cky7n39.1,243,461,Tomato leaf image dataset,2,4,1,1,1,1,1,1,dataset_introduction,other,TomatoMAP;Tomato_leaf_image_dataset,classification,RGB,high,Tomato leaf image dataset,opencode_ai,deepseek-v4-flash-free,EVIDENCE_ROI_V1,2026-07-22T21:00:00Z,,
PR_251fe05934f4df39,titleyear:tomato multi angle multi pose dataset for fine grained phenotyping:,244,463,Tomato Multi-Angle Multi-Pose Dataset for Fine-Grained Phenotyping,2,4,1,1,1,1,1,1,3d_or_phenotyping_method,3d_phenotyping,TomatoMAP;Tomato_Multi-Angle_Multi-Pose_Dataset,classification;phenotyping,RGB,high,Tomato Multi-Angle Multi-Pose Dataset for Fine-Grained Phenotyping,opencode_ai,deepseek-v4-flash-free,EVIDENCE_ROI_V1,2026-07-22T21:00:00Z,,
SC_g5h6i7j8,doi:10.1104/pp.114.248971,245,468,Automated Recovery of Three-Dimensional Models of Plant Shoots from Multiple Color Images1[C][W][OPEN],2,1,1,1,2,3,1,2,3d_or_phenotyping_method,3d_phenotyping,TomatoPGT ecosystem,3d_reconstruction,RGB,medium,Automatic 3D plant shoot reconstruction from multiple color images; level-set refinement; applicable to wheat and rice; older foundational work (2014),opencode_ai,deepseek-v4-flash-free,EVIDENCE_ROI_V1,2026-07-22T21:00:00Z,,
PR_75893040e1e50e1f,doi:10.1016/j.compag.2022.107345,246,471,An improved YOLOv5-based vegetable disease detection method,2,1,1,1,1,1,1,1,contextual_background,plant_disease_segmentation,PlantSeg,object_detection,RGB,low,An improved YOLOv5-based vegetable disease detection method,opencode_ai,deepseek-v4-flash-free,EVIDENCE_ROI_V1,2026-07-22T21:00:00Z,,
PR_74d2c64eecdafc12,titleyear:application of artificial intelligence in agri tech environmental and biodiversity conservation:2025,247,474,"Application of artificial intelligence in agri-tech, environmental and biodiversity conservation",2,1,1,1,1,1,1,1,contextual_background,other,Horti-M3-Tomato,classification;detection,multimodal,low,"Application of artificial intelligence in agri-tech, environmental and biodiversity conservation",opencode_ai,deepseek-v4-flash-free,EVIDENCE_ROI_V1,2026-07-22T21:00:00Z,,
PR_c56ec1068471a34d,doi:10.1016/s0034-4257(02)00096-2,248,494,Overview of the radiometric and biophysical performance of the MODIS vegetation indices,2,1,1,1,1,1,1,1,contextual_background,multispectral_reliability,MuST-C,classification,multispectral;remote_sensing,low,Overview of the radiometric and biophysical performance of the MODIS vegetation indices,opencode_ai,deepseek-v4-flash-free,EVIDENCE_ROI_V1,2026-07-22T21:00:00Z,,
PR_bd8c660415a97034,doi:10.1016/0034-4257(95)00186-7,249,496,Optimization of soil-adjusted vegetation indices,2,1,1,1,1,1,1,1,contextual_background,multispectral_reliability,MuST-C,classification,multispectral;remote_sensing,low,Optimization of soil-adjusted vegetation indices,opencode_ai,deepseek-v4-flash-free,EVIDENCE_ROI_V1,2026-07-22T21:00:00Z,,
PR_030f706c11d1ca43,titleyear:a plant image dataset with high label ambiguity and a:,250,504,: a plant image dataset with high label ambiguity and a,2,4,1,1,1,1,1,1,dataset_introduction,other,MFWD;Pl@ntNet-300K,classification,RGB,high,: a plant image dataset with high label ambiguity and a,opencode_ai,deepseek-v4-flash-free,EVIDENCE_ROI_V1,2026-07-22T21:00:00Z,,
PR_aeae5cae5bb7334d,titleyear:tomatodiff on plant tomato segmentation with diffusion models:,251,505,TomatoDIFF: on-plant tomato segmentation with diffusion models,3,1,1,2,1,1,1,1,segmentation_method,other,Horti-M3-Tomato,semantic_segmentation;instance_segmentation,RGB,high,TomatoDIFF: on-plant tomato segmentation with diffusion models,opencode_ai,deepseek-v4-flash-free,EVIDENCE_ROI_V1,2026-07-22T21:00:00Z,,
PR_02359970bce43362,doi:10.1016/j.compag.2019.06.001,252,511,Fruit detection for strawberry harvesting robot in non-structural environment based on Mask-RCNN,2,1,1,1,1,1,1,1,contextual_background,orchard_robotics,AgriVision,instance_segmentation;object_detection,RGB,low,Fruit detection for strawberry harvesting robot in non-structural environment based on Mask-RCNN,opencode_ai,deepseek-v4-flash-free,EVIDENCE_ROI_V1,2026-07-22T21:00:00Z,,
PR_9afcada47057f007,doi:10.1007/s00138-020-01081-6,253,516,Detection of tomato organs based on convolutional neural network under the overlap and occlusion backgrounds,2,1,1,1,1,1,1,1,contextual_background,other,TomatoMAP,object_detection,RGB,low,Detection of tomato organs based on convolutional neural network under the overlap and occlusion backgrounds,opencode_ai,deepseek-v4-flash-free,EVIDENCE_ROI_V1,2026-07-22T21:00:00Z,,
PR_fa6c42023ec55db5,titleyear:agrobtomato dataset greenhouse tomatoes with different ripeness stages:2015,254,520,AgRobTomato dataset: greenhouse tomatoes with different ripeness stages,2,4,1,1,1,1,1,1,dataset_introduction,other,AgRobTomato;Horti-M3-Tomato,classification,RGB,high,AgRobTomato dataset: greenhouse tomatoes with different ripeness stages,opencode_ai,deepseek-v4-flash-free,EVIDENCE_ROI_V1,2026-07-22T21:00:00Z,,
PR_13abc1e441349ee5,titleyear:leaf disease dataset:1973,255,521,Leaf Disease Dataset,2,4,1,1,1,1,1,1,dataset_introduction,plant_disease_segmentation,Horti-M3-Tomato;Leaf_Disease_Dataset,classification,RGB,high,Leaf Disease Dataset,opencode_ai,deepseek-v4-flash-free,EVIDENCE_ROI_V1,2026-07-22T21:00:00Z,,
PR_8492ad95259bb31b,doi:10.1016/j.isprsjprs.2018.04.012,256,523,Extracting leaf area index using viewing geometry effects—A new perspective on high-resolution unmanned aerial system photography,2,1,1,1,1,1,1,1,contextual_background,multispectral_reliability,MuST-C,estimation,multispectral;uav,low,Extracting leaf area index using viewing geometry effects—A new perspective on high-resolution unmanned aerial system ph,opencode_ai,deepseek-v4-flash-free,EVIDENCE_ROI_V1,2026-07-22T21:00:00Z,,
PR_a0b6b98c40b80691,doi:10.1007/978-981-10-6430-2_15,257,526,Shape-based Fruit Recognition and Classification,2,1,1,1,1,1,1,1,contextual_background,other,TomatoMAP,classification,RGB,low,Shape-based Fruit Recognition and Classification,opencode_ai,deepseek-v4-flash-free,EVIDENCE_ROI_V1,2026-07-22T21:00:00Z,,
PR_4a5b6c7d8e9f0a1b,doi:10.1088/1361-6501/aa5cfd,258,527,"Rapid, high-resolution measurement of leaf area and leaf orientation using terrestrial LiDAR scanning data",2,1,1,1,2,3,1,2,3d_or_phenotyping_method,3d_phenotyping,MuST-C,3d_reconstruction,lidar,medium,LiDAR method for simultaneous leaf area and orientation measurement; validated with synthetic and field data; foundational measurement technique,opencode_ai,deepseek-v4-flash-free,EVIDENCE_ROI_V1,2026-07-22T21:00:00Z,,
PR_8752fffd4985a083,titleyear:tomato growth height prediction method by phenotypic feature extraction using multi modal data:,259,528,Tomato growth height prediction method by phenotypic feature extraction using multi-modal data,4,1,3,2,1,1,3,1,3d_or_phenotyping_method,3d_phenotyping,Horti-M3-Tomato,estimation,multimodal;3d,high,Tomato growth height prediction method by phenotypic feature extraction using multi-modal data,opencode_ai,deepseek-v4-flash-free,EVIDENCE_ROI_V1,2026-07-22T21:00:00Z,,
PR_48c8d8a7317232a5,titleyear:estimating leaf nitrogen accumulation considering vertical leaf layers in winter wheat:,260,549,Estimating leaf nitrogen accumulation considering vertical leaf layers in winter wheat,2,1,1,1,1,1,1,1,contextual_background,multispectral_reliability,Horti-M3-Tomato,estimation;classification,multispectral;remote_sensing,low,Estimating leaf nitrogen accumulation considering vertical leaf layers in winter wheat,opencode_ai,deepseek-v4-flash-free,EVIDENCE_ROI_V1,2026-07-22T21:00:00Z,,
